"nichoir";"pulenv";"echec_fledg";"pop";"an"
"MUR25";6;0;"DMuro";"2021"
"MUR26";9;0;"DMuro";"2021"
"MUR27";9;0;"DMuro";"2021"
"MUR28";9;0;"DMuro";"2021"
"MUR29";9;0;"DMuro";"2021"
"MUR30";9;0;"DMuro";"2021"
"MUR31";0;9;"DMuro";"2021"
"MUR32";9;0;"DMuro";"2021"
"MUR33";4;0;"DMuro";"2021"
"MUR34";8;0;"DMuro";"2021"
"MUR36";8;0;"DMuro";"2021"
"MUR38";10;0;"DMuro";"2021"
"MUR39";8;1;"DMuro";"2021"
"MUR40";10;0;"DMuro";"2021"
"MUR42";8;0;"DMuro";"2021"
"MUR43";11;0;"DMuro";"2021"
"MUR44";8;0;"DMuro";"2021"
"MUR46";8;0;"DMuro";"2021"
"MUR47";9;0;"DMuro";"2021"
"MUR51";4;0;"DMuro";"2021"
"MUR52";8;0;"DMuro";"2021"
"MUR54";9;0;"DMuro";"2021"
"MUR55";9;0;"DMuro";"2021"
"MUR56";10;0;"DMuro";"2021"
"MUR57";8;0;"DMuro";"2021"
"MUR58";9;0;"DMuro";"2021"
"MUR59";8;0;"DMuro";"2021"
"MUR72";7;0;"DMuro";"2021"
"MUR75";8;0;"DMuro";"2021"
"MUR76";10;0;"DMuro";"2021"
"MUR77";10;0;"DMuro";"2021"
"MUR85";5;0;"DMuro";"2021"
"MUR87";9;0;"DMuro";"2021"
"MUR88";8;0;"DMuro";"2021"
"MUR89";0;9;"DMuro";"2021"
"MUR91";9;0;"DMuro";"2021"
"MUR93";8;0;"DMuro";"2021"
"MUR95";7;0;"DMuro";"2021"
"MUR101";5;1;"DMuro";"2021"
"MUR76bis";9;0;"DMuro";"2021"
"MUR88bis";10;0;"DMuro";"2021"
"PIR8";7;0;"EPirio";"2021"
"PIR9";7;0;"EPirio";"2021"
"PIR15";5;2;"EPirio";"2021"
"PIR18";9;0;"EPirio";"2021"
"PIR20";5;0;"EPirio";"2021"
"PIR24";0;8;"EPirio";"2021"
"PIR28";6;0;"EPirio";"2021"
"PIR29";6;1;"EPirio";"2021"
"PIR32";8;0;"EPirio";"2021"
"PIR34";2;5;"EPirio";"2021"
"PIR35";8;1;"EPirio";"2021"
"PIR38";4;0;"EPirio";"2021"
"PIR39";5;4;"EPirio";"2021"
"PIR40";3;8;"EPirio";"2021"
"PIR48";5;0;"EPirio";"2021"
"PIR49";7;0;"EPirio";"2021"
"PIR57";0;5;"EPirio";"2021"
"PIR62";5;0;"EPirio";"2021"
"PIR68";2;0;"EPirio";"2021"
"PIR71";3;0;"EPirio";"2021"
"PIR72";5;0;"EPirio";"2021"
"PIR74";5;0;"EPirio";"2021"
"PIR75";0;3;"EPirio";"2021"
"PIR80";6;0;"EPirio";"2021"
"PIR89";8;1;"EPirio";"2021"
"PIR90";5;0;"EPirio";"2021"
"PIR96";6;0;"EPirio";"2021"
"PIR99";4;0;"EPirio";"2021"
"PIR100";6;1;"EPirio";"2021"
"PIR102";8;0;"EPirio";"2021"
"PIR103";5;0;"EPirio";"2021"
"PIR106";6;0;"EPirio";"2021"
"PIR113";7;1;"EPirio";"2021"
"PIR119";5;2;"EPirio";"2021"
"PIR121";7;0;"EPirio";"2021"
"PIR125";6;0;"EPirio";"2021"
"PIR129";4;0;"EPirio";"2021"
"PIR130";5;0;"EPirio";"2021"
"PIR133";5;0;"EPirio";"2021"
"PIR134";5;0;"EPirio";"2021"
"PIR135";6;0;"EPirio";"2021"
"PIR136";6;0;"EPirio";"2021"
"PIR137";4;0;"EPirio";"2021"
"PIR154";7;0;"EPirio";"2021"
"PIR157";4;0;"EPirio";"2021"
"PIR158";5;1;"EPirio";"2021"
"PIR159";7;0;"EPirio";"2021"
"PIR207";8;1;"EPirio";"2021"
"PIR230";6;0;"EPirio";"2021"
"PIR236";4;0;"EPirio";"2021"
"PIR237";7;0;"EPirio";"2021"
"PIR239";6;1;"EPirio";"2021"
"PIR248";6;1;"EPirio";"2021"
"ARI1";5;0;"EMuro";"2022"
"ARI3";7;1;"EMuro";"2022"
"ARI6";6;0;"EMuro";"2022"
"ARI7";10;0;"EMuro";"2022"
"ARI8";7;0;"EMuro";"2022"
"ARI9";6;0;"EMuro";"2022"
"ARI10";8;0;"EMuro";"2022"
"ARI11";7;0;"EMuro";"2022"
"ARI14";4;0;"EMuro";"2022"
"ARI16";7;1;"EMuro";"2022"
"ARI29";0;4;"EMuro";"2022"
"ARI30";5;0;"EMuro";"2022"
"AVA1";6;0;"DMuro";"2022"
"AVA2";8;0;"DMuro";"2022"
"AVA3";9;0;"DMuro";"2022"
"AVA4";9;0;"DMuro";"2022"
"AVA5";9;0;"DMuro";"2022"
"AVA7";6;1;"DMuro";"2022"
"AVA8";9;0;"DMuro";"2022"
"AVA9";11;0;"DMuro";"2022"
"AVA10";8;0;"DMuro";"2022"
"AVA12";7;0;"DMuro";"2022"
"AVA13";7;0;"DMuro";"2022"
"AVA14";9;0;"DMuro";"2022"
"AVA15";6;0;"DMuro";"2022"
"AVA16";8;1;"DMuro";"2022"
"AVA17";0;8;"DMuro";"2022"
"AVA18";8;0;"DMuro";"2022"
"AVA19";0;5;"DMuro";"2022"
"AVA20";5;4;"DMuro";"2022"
"AVA21";7;0;"DMuro";"2022"
"FEL3";8;0;"DMuro";"2022"
"FEL5";6;1;"DMuro";"2022"
"FEL6";8;0;"DMuro";"2022"
"FEL7";6;2;"DMuro";"2022"
"FEL9";7;2;"DMuro";"2022"
"FEL10";5;1;"DMuro";"2022"
"FEL11";0;6;"DMuro";"2022"
"FEL13";8;0;"DMuro";"2022"
"FEL14";8;1;"DMuro";"2022"
"FEL16";4;0;"DMuro";"2022"
"FEL17";5;2;"DMuro";"2022"
"FEL19";6;0;"DMuro";"2022"
"FEL20";6;0;"DMuro";"2022"
"FIL1";6;0;"EMuro";"2022"
"FIL2";8;1;"EMuro";"2022"
"FIL5";6;1;"EMuro";"2022"
"FIL7";2;5;"EMuro";"2022"
"FIL8";6;0;"EMuro";"2022"
"FIL10";1;4;"EMuro";"2022"
"FIL11";8;0;"EMuro";"2022"
"FIL13";6;0;"EMuro";"2022"
"FIL14";6;2;"EMuro";"2022"
"FIL16";9;0;"EMuro";"2022"
"FIL17";5;0;"EMuro";"2022"
"FIL25";8;0;"EMuro";"2022"
"FIL19bis";7;0;"EMuro";"2022"
"GRA1";7;1;"EMuro";"2022"
"GRA3";6;0;"EMuro";"2022"
"GRA4";5;0;"EMuro";"2022"
"GRA5";3;1;"EMuro";"2022"
"GRA6";8;0;"EMuro";"2022"
"GRA9";7;0;"EMuro";"2022"
"GRA12";4;2;"EMuro";"2022"
"GRA13";9;0;"EMuro";"2022"
"GRA14";4;1;"EMuro";"2022"
"GRA15";6;0;"EMuro";"2022"
"GRA16";0;8;"EMuro";"2022"
"GRA17";7;0;"EMuro";"2022"
"GRA18";3;5;"EMuro";"2022"
"GRA19";0;8;"EMuro";"2022"
"GRA20";7;0;"EMuro";"2022"
"MUR21";7;0;"DMuro";"2022"
"MUR22";6;2;"DMuro";"2022"
"MUR23";4;1;"DMuro";"2022"
"MUR24";7;3;"DMuro";"2022"
"MUR26";8;1;"DMuro";"2022"
"MUR27";6;1;"DMuro";"2022"
"MUR28";8;0;"DMuro";"2022"
"MUR29";5;1;"DMuro";"2022"
"MUR30";3;0;"DMuro";"2022"
"MUR32";10;1;"DMuro";"2022"
"MUR33";8;0;"DMuro";"2022"
"MUR34";7;0;"DMuro";"2022"
"MUR36";8;0;"DMuro";"2022"
"MUR38";8;0;"DMuro";"2022"
"MUR40";9;1;"DMuro";"2022"
"MUR42";8;0;"DMuro";"2022"
"MUR43";8;2;"DMuro";"2022"
"MUR44";5;2;"DMuro";"2022"
"MUR47";9;0;"DMuro";"2022"
"MUR51";9;1;"DMuro";"2022"
"MUR52";7;0;"DMuro";"2022"
"MUR53";7;1;"DMuro";"2022"
"MUR54";10;0;"DMuro";"2022"
"MUR56";9;0;"DMuro";"2022"
"MUR57";9;0;"DMuro";"2022"
"MUR58";9;0;"DMuro";"2022"
"MUR59";7;1;"DMuro";"2022"
"MUR72";8;1;"DMuro";"2022"
"MUR75";10;0;"DMuro";"2022"
"MUR76";4;0;"DMuro";"2022"
"MUR77";0;8;"DMuro";"2022"
"MUR78";9;0;"DMuro";"2022"
"MUR85";8;0;"DMuro";"2022"
"MUR86";5;0;"DMuro";"2022"
"MUR87";9;0;"DMuro";"2022"
"MUR88";8;0;"DMuro";"2022"
"MUR89";5;1;"DMuro";"2022"
"MUR91";9;1;"DMuro";"2022"
"MUR93";7;0;"DMuro";"2022"
"MUR95";8;0;"DMuro";"2022"
"MUR97";0;8;"DMuro";"2022"
"MUR99";8;0;"DMuro";"2022"
"MUR78bis";5;1;"DMuro";"2022"
"MUR88bis";11;0;"DMuro";"2022"
"PIR1";5;2;"EPirio";"2022"
"PIR2";5;0;"EPirio";"2022"
"PIR10";3;0;"EPirio";"2022"
"PIR14";6;0;"EPirio";"2022"
"PIR15";9;0;"EPirio";"2022"
"PIR21";4;0;"EPirio";"2022"
"PIR24";2;0;"EPirio";"2022"
"PIR25";5;0;"EPirio";"2022"
"PIR29";4;0;"EPirio";"2022"
"PIR35";6;0;"EPirio";"2022"
"PIR36";4;2;"EPirio";"2022"
"PIR39";4;0;"EPirio";"2022"
"PIR41";3;3;"EPirio";"2022"
"PIR43";8;0;"EPirio";"2022"
"PIR52";8;0;"EPirio";"2022"
"PIR56";7;0;"EPirio";"2022"
"PIR62";4;1;"EPirio";"2022"
"PIR65";3;3;"EPirio";"2022"
"PIR71";4;0;"EPirio";"2022"
"PIR74";5;0;"EPirio";"2022"
"PIR75";0;8;"EPirio";"2022"
"PIR80";3;1;"EPirio";"2022"
"PIR81";6;2;"EPirio";"2022"
"PIR89";8;0;"EPirio";"2022"
"PIR93";7;0;"EPirio";"2022"
"PIR95";6;0;"EPirio";"2022"
"PIR97";4;1;"EPirio";"2022"
"PIR98";6;0;"EPirio";"2022"
"PIR100";3;0;"EPirio";"2022"
"PIR102";7;0;"EPirio";"2022"
"PIR105";5;2;"EPirio";"2022"
"PIR113";2;3;"EPirio";"2022"
"PIR114";6;0;"EPirio";"2022"
"PIR119";5;0;"EPirio";"2022"
"PIR120";6;0;"EPirio";"2022"
"PIR122";6;0;"EPirio";"2022"
"PIR125";8;0;"EPirio";"2022"
"PIR131";2;0;"EPirio";"2022"
"PIR135";4;1;"EPirio";"2022"
"PIR136";3;3;"EPirio";"2022"
"PIR137";5;1;"EPirio";"2022"
"PIR154";4;2;"EPirio";"2022"
"PIR158";6;1;"EPirio";"2022"
"PIR159";4;1;"EPirio";"2022"
"PIR202";0;5;"EPirio";"2022"
"PIR230";3;1;"EPirio";"2022"
"PIR232";4;3;"EPirio";"2022"
"PIR234";5;1;"EPirio";"2022"
"PIR235";0;6;"EPirio";"2022"
"PIR238";5;1;"EPirio";"2022"
"PIR243";2;0;"EPirio";"2022"
"PIR245";6;0;"EPirio";"2022"
"PIR246";4;0;"EPirio";"2022"
"PIR247";3;0;"EPirio";"2022"
"AVA1";9;0;"DMuro";"2023"
"AVA3";8;3;"DMuro";"2023"
"AVA5";3;0;"DMuro";"2023"
"AVA7";7;0;"DMuro";"2023"
"AVA8";7;1;"DMuro";"2023"
"AVA9";0;11;"DMuro";"2023"
"AVA10";7;0;"DMuro";"2023"
"AVA11";9;0;"DMuro";"2023"
"AVA13";5;1;"DMuro";"2023"
"AVA14";8;0;"DMuro";"2023"
"AVA18";0;8;"DMuro";"2023"
"AVA20";10;0;"DMuro";"2023"
"AVA21";5;0;"DMuro";"2023"
"MUR21";7;0;"DMuro";"2023"
"MUR22";7;0;"DMuro";"2023"
"MUR24";9;0;"DMuro";"2023"
"MUR25";9;1;"DMuro";"2023"
"MUR26";8;0;"DMuro";"2023"
"MUR27";7;1;"DMuro";"2023"
"MUR28";8;0;"DMuro";"2023"
"MUR29";0;3;"DMuro";"2023"
"MUR30";6;1;"DMuro";"2023"
"MUR32";6;0;"DMuro";"2023"
"MUR33";11;0;"DMuro";"2023"
"MUR34";9;0;"DMuro";"2023"
"MUR35";0;6;"DMuro";"2023"
"MUR36";3;0;"DMuro";"2023"
"MUR37";10;0;"DMuro";"2023"
"MUR39";9;0;"DMuro";"2023"
"MUR40";4;1;"DMuro";"2023"
"MUR41";8;1;"DMuro";"2023"
"MUR42";10;0;"DMuro";"2023"
"MUR43";9;0;"DMuro";"2023"
"MUR45";8;0;"DMuro";"2023"
"MUR46";0;9;"DMuro";"2023"
"MUR47";6;1;"DMuro";"2023"
"MUR48";3;2;"DMuro";"2023"
"MUR49";8;1;"DMuro";"2023"
"MUR50";7;0;"DMuro";"2023"
"MUR51";7;0;"DMuro";"2023"
"MUR53";10;0;"DMuro";"2023"
"MUR54";10;0;"DMuro";"2023"
"MUR55";7;1;"DMuro";"2023"
"MUR57";7;0;"DMuro";"2023"
"MUR58";11;1;"DMuro";"2023"
"MUR59";9;0;"DMuro";"2023"
"MUR72";4;2;"DMuro";"2023"
"MUR77";8;0;"DMuro";"2023"
"MUR85";11;0;"DMuro";"2023"
"MUR86";9;0;"DMuro";"2023"
"MUR87";10;0;"DMuro";"2023"
"MUR88";5;0;"DMuro";"2023"
"MUR88bis";9;0;"DMuro";"2023"
"MUR89";8;0;"DMuro";"2023"
"MUR91";11;0;"DMuro";"2023"
"MUR93";0;7;"DMuro";"2023"
"MUR95";8;0;"DMuro";"2023"
"MUR97";8;0;"DMuro";"2023"
"MUR99";10;0;"DMuro";"2023"
"FEL1";4;0;"DMuro";"2023"
"FEL3";7;0;"DMuro";"2023"
"FEL4";7;0;"DMuro";"2023"
"FEL5";8;0;"DMuro";"2023"
"FEL6";5;0;"DMuro";"2023"
"FEL7";8;0;"DMuro";"2023"
"FEL8";9;0;"DMuro";"2023"
"FEL9";9;0;"DMuro";"2023"
"FEL11";12;0;"DMuro";"2023"
"FEL12";6;1;"DMuro";"2023"
"FEL13";3;0;"DMuro";"2023"
"FEL14";8;1;"DMuro";"2023"
"FEL15";4;0;"DMuro";"2023"
"FEL16";7;0;"DMuro";"2023"
"FEL20";9;0;"DMuro";"2023"
"ARI2";2;6;"EMuro";"2023"
"ARI4";1;6;"EMuro";"2023"
"ARI5";0;9;"EMuro";"2023"
"ARI11";0;8;"EMuro";"2023"
"ARI13";0;7;"EMuro";"2023"
"ARI14";6;0;"EMuro";"2023"
"ARI16";5;1;"EMuro";"2023"
"ARI18";4;0;"EMuro";"2023"
"ARI23";4;1;"EMuro";"2023"
"ARI25";7;0;"EMuro";"2023"
"ARI29";8;0;"EMuro";"2023"
"ARI30";6;0;"EMuro";"2023"
"FIL1";7;0;"EMuro";"2023"
"FIL2";8;1;"EMuro";"2023"
"FIL3";9;0;"EMuro";"2023"
"FIL5";7;0;"EMuro";"2023"
"FIL6";8;0;"EMuro";"2023"
"FIL7";6;1;"EMuro";"2023"
"FIL8";4;0;"EMuro";"2023"
"FIL9";9;0;"EMuro";"2023"
"FIL10";7;0;"EMuro";"2023"
"FIL11";8;0;"EMuro";"2023"
"FIL12";6;1;"EMuro";"2023"
"FIL13";7;0;"EMuro";"2023"
"FIL14";6;0;"EMuro";"2023"
"FIL15";5;0;"EMuro";"2023"
"FIL16";6;0;"EMuro";"2023"
"FIL19";6;0;"EMuro";"2023"
"FIL19bis";6;0;"EMuro";"2023"
"FIL21";8;0;"EMuro";"2023"
"FIL23";6;0;"EMuro";"2023"
"FIL24";8;0;"EMuro";"2023"
"FIL25";7;0;"EMuro";"2023"
"GRA1";8;0;"EMuro";"2023"
"GRA3";7;0;"EMuro";"2023"
"GRA6";0;9;"EMuro";"2023"
"GRA7";7;0;"EMuro";"2023"
"GRA8";6;0;"EMuro";"2023"
"GRA9";2;2;"EMuro";"2023"
"GRA13";7;0;"EMuro";"2023"
"GRA14";7;0;"EMuro";"2023"
"GRA15";7;0;"EMuro";"2023"
"GRA16";8;0;"EMuro";"2023"
"GRA17";8;0;"EMuro";"2023"
"GRA20";5;2;"EMuro";"2023"
"PIR13";8;0;"EPirio";"2023"
"PIR14";7;0;"EPirio";"2023"
"PIR17";9;0;"EPirio";"2023"
"PIR20";7;1;"EPirio";"2023"
"PIR22";4;0;"EPirio";"2023"
"PIR26";0;7;"EPirio";"2023"
"PIR34";7;0;"EPirio";"2023"
"PIR126";6;0;"EPirio";"2023"
"PIR134";1;7;"EPirio";"2023"
"PIR137";5;0;"EPirio";"2023"
"PIR232";6;0;"EPirio";"2023"
"PIR234";6;1;"EPirio";"2023"
"PIR235";8;0;"EPirio";"2023"
"PIR239";5;2;"EPirio";"2023"
"PIR246";8;0;"EPirio";"2023"
"PIR247";8;0;"EPirio";"2023"
"PIR39";9;0;"EPirio";"2023"
"PIR40";9;0;"EPirio";"2023"
"PIR49";5;1;"EPirio";"2023"
"PIR119";6;0;"EPirio";"2023"
"PIR120";8;0;"EPirio";"2023"
"PIR124";6;0;"EPirio";"2023"
"PIR154";6;1;"EPirio";"2023"
"PIR157";7;0;"EPirio";"2023"
"PIR158";7;1;"EPirio";"2023"
"PIR159";7;0;"EPirio";"2023"
"PIR202";2;3;"EPirio";"2023"
"PIR204";7;0;"EPirio";"2023"
"PIR205";7;0;"EPirio";"2023"
"PIR208";7;0;"EPirio";"2023"
"PIR3";5;0;"EPirio";"2023"
"PIR66";7;1;"EPirio";"2023"
"PIR65";2;0;"EPirio";"2023"
"PIR68";6;0;"EPirio";"2023"
"PIR71";3;0;"EPirio";"2023"
"PIR75";0;5;"EPirio";"2023"
"PIR81";5;1;"EPirio";"2023"
"PIR85";4;1;"EPirio";"2023"
"PIR92";8;1;"EPirio";"2023"
"PIR96";7;1;"EPirio";"2023"
"PIR100";7;0;"EPirio";"2023"
"PIR101";7;0;"EPirio";"2023"
"PIR102";3;0;"EPirio";"2023"
"PIR105";7;0;"EPirio";"2023"
"PIR107";7;0;"EPirio";"2023"
