"";"id";"clutch";"nichoir";"station";"pop";"date";"stade";"obs";"ACH";"PUL";"MEN";"LAV";"IMM"
"TUA218_NE_2023-05-30";"TUA218_NE";"TUA218";"TUA218";"TUA";"EPirio";2023-05-30;"elevage";"GG";0;0;0;0,5;1
"TUA222_NC_2023-05-12";"TUA222_NC";"TUA222";"TUA222";"TUA";"EPirio";2023-05-12;"couvaison";"VR";0;0,5;0;0,5;0
"TUA222_NC_2023-05-19";"TUA222_NC";"TUA222";"TUA222";"TUA";"EPirio";2023-05-19;"couvaison";"ABF";0;0;0;2;0
"TUA222_NE_2023-05-26";"TUA222_NE";"TUA222";"TUA222";"TUA";"EPirio";2023-05-26;"elevage";"HD";0;2;0;1;0
"TUA222_NE_2023-06-02";"TUA222_NE";"TUA222";"TUA222";"TUA";"EPirio";2023-06-02;"elevage";"VR";0;2;0;1;0
"TUA222_NE_2023-06-05";"TUA222_NE";"TUA222";"TUA222";"TUA";"EPirio";2023-06-05;"elevage";"GG";0;0;1;0,5;0
"TUA223_NC_2023-05-12";"TUA223_NC";"TUA223";"TUA223";"TUA";"EPirio";2023-05-12;"couvaison";"VR";0;1;0;0;1
"TUA223_NE_2023-05-26";"TUA223_NE";"TUA223";"TUA223";"TUA";"EPirio";2023-05-26;"elevage";"HD";0;1;0;0;0
"TUA223_NE_2023-06-01";"TUA223_NE";"TUA223";"TUA223";"TUA";"EPirio";2023-06-01;"elevage";"HD";0;1;0;1;0
"TUA224_NC_2023-05-12";"TUA224_NC";"TUA224";"TUA224";"TUA";"EPirio";2023-05-12;"couvaison";"VR";0;0;0,5;0;0
"TUA224_NE_2023-05-26";"TUA224_NE";"TUA224";"TUA224";"TUA";"EPirio";2023-05-26;"elevage";"HD";0;1;0;0;0
"TUA224_NE_2023-06-01";"TUA224_NE";"TUA224";"TUA224";"TUA";"EPirio";2023-06-01;"elevage";"HD";0;0,5;0;0;0
"TUA225-1_NC_2023-05-12";"TUA225-1_NC";"TUA225-1";"TUA225";"TUA";"EPirio";2023-05-12;"couvaison";"VR";0;1;0;0;0
"TUA225-1_NC_2023-05-19";"TUA225-1_NC";"TUA225-1";"TUA225";"TUA";"EPirio";2023-05-19;"couvaison";"ABF";0;0;0;0;0
"TUA225-1_NE_2023-05-28";"TUA225-1_NE";"TUA225-1";"TUA225";"TUA";"EPirio";2023-05-28;"elevage";"GG";0;0;1;0;0
"TUA225-2_NC_2023-06-16";"TUA225-2_NC";"TUA225-2";"TUA225";"TUA";"EPirio";2023-06-16;"couvaison";"VR";0;0;1;0;0
