"";"id";"clutch";"nichoir";"station";"pop";"date";"stade";"obs";"ACH";"PUL";"MEN";"LAV";"IMM"
"ARI2_NC_2023-04-18";"ARI2_NC";"ARI2";"ARI2";"ARI";"EMuro";2023-04-18;"couvaison";"CD";0;0;0;0,5;0
"ARI2_NC_2023-04-25";"ARI2_NC";"ARI2";"ARI2";"ARI";"EMuro";2023-04-25;"couvaison";"HD";0;0;1;1;0
"ARI2_NE_2023-05-02";"ARI2_NE";"ARI2";"ARI2";"ARI";"EMuro";2023-05-02;"elevage";"HD";0;0;0;1;0
"ARI2_NE_2023-05-12";"ARI2_NE";"ARI2";"ARI2";"ARI";"EMuro";2023-05-12;"elevage";"HD";0;1;0;1;0
"ARI4_NC_2023-04-18";"ARI4_NC";"ARI4";"ARI4";"ARI";"EMuro";2023-04-18;"couvaison";"LS";0;0;0;0;0
"ARI4_NC_2023-04-25";"ARI4_NC";"ARI4";"ARI4";"ARI";"EMuro";2023-04-25;"couvaison";"HD";0;0;0;1;0
"ARI4_NE_2023-05-02";"ARI4_NE";"ARI4";"ARI4";"ARI";"EMuro";2023-05-02;"elevage";"HD";0;0;0;1;0
"ARI4_NE_2023-05-14";"ARI4_NE";"ARI4";"ARI4";"ARI";"EMuro";2023-05-14;"elevage";"ABF";0;0;0;2;0
"ARI5_NC_2023-04-18";"ARI5_NC";"ARI5";"ARI5";"ARI";"EMuro";2023-04-18;"couvaison";"CD";0;0;0;1;0
"ARI5_NC_2023-04-25";"ARI5_NC";"ARI5";"ARI5";"ARI";"EMuro";2023-04-25;"couvaison";"HD";0;0;1;1;0
"ARI5_NE_2023-05-02";"ARI5_NE";"ARI5";"ARI5";"ARI";"EMuro";2023-05-02;"elevage";"HD";0;0;1;0;0
"ARI6_NC_2023-04-25";"ARI6_NC";"ARI6";"ARI6";"ARI";"EMuro";2023-04-25;"couvaison";"HD";0;0;0;2;0
"ARI6_NC_2023-05-02";"ARI6_NC";"ARI6";"ARI6";"ARI";"EMuro";2023-05-02;"couvaison";"HD";0;0;0;0;1
"ARI11_NC_2023-04-18";"ARI11_NC";"ARI11";"ARI11";"ARI";"EMuro";2023-04-18;"couvaison";"CD";1;0;0;0;0
"ARI11_NC_2023-04-25";"ARI11_NC";"ARI11";"ARI11";"ARI";"EMuro";2023-04-25;"couvaison";"HD";0;0;0;1;0
"ARI11_NE_2023-05-02";"ARI11_NE";"ARI11";"ARI11";"ARI";"EMuro";2023-05-02;"elevage";"GG";0;0;0;1;0
"ARI13_NC_2023-04-18";"ARI13_NC";"ARI13";"ARI13";"ARI";"EMuro";2023-04-18;"couvaison";"LS";0;0;0;2;0
"ARI13_NC_2023-04-25";"ARI13_NC";"ARI13";"ARI13";"ARI";"EMuro";2023-04-25;"couvaison";"HD";0;0;0;2;0
"ARI13_NE_2023-05-02";"ARI13_NE";"ARI13";"ARI13";"ARI";"EMuro";2023-05-02;"elevage";"GG";0,5;0;0,5;1;0
"ARI14_NC_2023-04-11";"ARI14_NC";"ARI14";"ARI14";"ARI";"EMuro";2023-04-11;"couvaison";"LS";0;0;0;0;0
"ARI14_NC_2023-04-18";"ARI14_NC";"ARI14";"ARI14";"ARI";"EMuro";2023-04-18;"couvaison";"LS";0;0;0;0;0
"ARI14_NE_2023-04-25";"ARI14_NE";"ARI14";"ARI14";"ARI";"EMuro";2023-04-25;"elevage";"HD";0;0;0;1;0
"ARI14_NE_2023-05-08";"ARI14_NE";"ARI14";"ARI14";"ARI";"EMuro";2023-05-08;"elevage";"GG";0;0;0;0,5;0
"ARI16_NC_2023-04-18";"ARI16_NC";"ARI16";"ARI16";"ARI";"EMuro";2023-04-18;"couvaison";"LS";0;0;0;0;0
"ARI16_NC_2023-04-25";"ARI16_NC";"ARI16";"ARI16";"ARI";"EMuro";2023-04-25;"couvaison";"HD";0;0;0,5;0;1
"ARI16_NE_2023-05-02";"ARI16_NE";"ARI16";"ARI16";"ARI";"EMuro";2023-05-02;"elevage";"HD";0;0;0;0;1
"ARI16_NE_2023-05-14";"ARI16_NE";"ARI16";"ARI16";"ARI";"EMuro";2023-05-14;"elevage";"ABF";0;0;0;0;1
"ARI18_NC_2023-04-25";"ARI18_NC";"ARI18";"ARI18";"ARI";"EMuro";2023-04-25;"couvaison";"HD";0,5;0;0;0;0
"ARI18_NC_2023-05-02";"ARI18_NC";"ARI18";"ARI18";"ARI";"EMuro";2023-05-02;"couvaison";"HD";0;0;1;0;0
"ARI18_NE_2023-05-09";"ARI18_NE";"ARI18";"ARI18";"ARI";"EMuro";2023-05-09;"elevage";"VR";0;0,5;0,5;0;0
"ARI18_NE_2023-05-20";"ARI18_NE";"ARI18";"ARI18";"ARI";"EMuro";2023-05-20;"elevage";"HD";0;1;0;0;0
"ARI20_NC_2023-06-06";"ARI20_NC";"ARI20";"ARI20";"ARI";"EMuro";2023-06-06;"couvaison";"MC";0;0;0;0;0,5
"ARI20_NE_2023-06-14";"ARI20_NE";"ARI20";"ARI20";"ARI";"EMuro";2023-06-14;"elevage";"VR";0;0;0;0;0
"ARI23_NC_2023-04-25";"ARI23_NC";"ARI23";"ARI23";"ARI";"EMuro";2023-04-25;"couvaison";"HD";0;0;0;0;0
"ARI23_NC_2023-05-02";"ARI23_NC";"ARI23";"ARI23";"ARI";"EMuro";2023-05-02;"couvaison";"HD";0;0;0;0;0
"ARI23_NE_2023-05-09";"ARI23_NE";"ARI23";"ARI23";"ARI";"EMuro";2023-05-09;"elevage";"VR";0;0;0;0;0
"ARI23_NE_2023-05-18";"ARI23_NE";"ARI23";"ARI23";"ARI";"EMuro";2023-05-18;"elevage";"ABF";0;0;0;0;0
"ARI25_NC_2023-04-18";"ARI25_NC";"ARI25";"ARI25";"ARI";"EMuro";2023-04-18;"couvaison";"LS";1;0;0;0;0
"ARI25_NC_2023-04-25";"ARI25_NC";"ARI25";"ARI25";"ARI";"EMuro";2023-04-25;"couvaison";"HD";0;0;1;0;0
"ARI25_NE_2023-05-02";"ARI25_NE";"ARI25";"ARI25";"ARI";"EMuro";2023-05-02;"elevage";"HD";0;0;1;0;0
"ARI25_NE_2023-05-13";"ARI25_NE";"ARI25";"ARI25";"ARI";"EMuro";2023-05-13;"elevage";"ABF";0;0;0;0;0
"ARI29_NC_2023-04-18";"ARI29_NC";"ARI29";"ARI29";"ARI";"EMuro";2023-04-18;"couvaison";"LS";0;0;0;0;0
"ARI29_NC_2023-04-25";"ARI29_NC";"ARI29";"ARI29";"ARI";"EMuro";2023-04-25;"couvaison";"HD";0;0;0;0;0
"ARI29_NE_2023-05-02";"ARI29_NE";"ARI29";"ARI29";"ARI";"EMuro";2023-05-02;"elevage";"HD";0;0;1;0;0
"ARI30_NC_2023-05-02";"ARI30_NC";"ARI30";"ARI30";"ARI";"EMuro";2023-05-02;"couvaison";"HD";0;0;1;0;0
"ARI30_NC_2023-05-09";"ARI30_NC";"ARI30";"ARI30";"ARI";"EMuro";2023-05-09;"couvaison";"VR";0;0;1;0;0
"ARI30_NE_2023-05-14";"ARI30_NE";"ARI30";"ARI30";"ARI";"EMuro";2023-05-14;"elevage";"ABF";0;0;0;0;0
"ARI30_NE_2023-05-23";"ARI30_NE";"ARI30";"ARI30";"ARI";"EMuro";2023-05-23;"elevage";"ABF";0;0;0;0;0
"AVA1_NC_2023-04-25";"AVA1_NC";"AVA1";"AVA1";"AVA";"DMuro";2023-04-25;"couvaison";"ABF";0,5;0;0;0;0
"AVA1_NC_2023-04-18";"AVA1_NC";"AVA1";"AVA1";"AVA";"DMuro";2023-04-18;"couvaison";"CD";0;0;0;0;2
"AVA1_NE_2023-05-02";"AVA1_NE";"AVA1";"AVA1";"AVA";"DMuro";2023-05-02;"elevage";"HD";0;0;0;0;0
"AVA1_NE_2023-05-14";"AVA1_NE";"AVA1";"AVA1";"AVA";"DMuro";2023-05-14;"elevage";"GG";0;0;0,5;0;2
"AVA3_NC_2023-04-18";"AVA3_NC";"AVA3";"AVA3";"AVA";"DMuro";2023-04-18;"couvaison";"HD";1;0;0,5;0;0,5
"AVA3_NC_2023-04-25";"AVA3_NC";"AVA3";"AVA3";"AVA";"DMuro";2023-04-25;"couvaison";"HD";1;0;0;0;1
"AVA3_NE_2023-05-02";"AVA3_NE";"AVA3";"AVA3";"AVA";"DMuro";2023-05-02;"elevage";"HD";0,5;0;0;1;1
"AVA3_NE_2023-05-11";"AVA3_NE";"AVA3";"AVA3";"AVA";"DMuro";2023-05-11;"elevage";"HD";0,5;0;0;1;0
"AVA4_NC_2023-05-23";"AVA4_NC";"AVA4";"AVA4";"AVA";"DMuro";2023-05-23;"couvaison";"VR";1;0;0;1;0
"AVA4_NC_2023-05-27";"AVA4_NC";"AVA4";"AVA4";"AVA";"DMuro";2023-05-27;"couvaison";"ABF";2;0;0;1;0
"AVA4_NC_2023-05-30";"AVA4_NC";"AVA4";"AVA4";"AVA";"DMuro";2023-05-30;"couvaison";"VR";0,5;0;0;0;0,5
"AVA4_NE_2023-06-06";"AVA4_NE";"AVA4";"AVA4";"AVA";"DMuro";2023-06-06;"elevage";"HD";0;0;0;0;0,5
"AVA4_NE_2023-06-13";"AVA4_NE";"AVA4";"AVA4";"AVA";"DMuro";2023-06-13;"elevage";"MC";0;0;0;0;0,5
"AVA5_NC_2023-04-25";"AVA5_NC";"AVA5";"AVA5";"AVA";"DMuro";2023-04-25;"couvaison";"HD";1;0;0;0,5;0,5
"AVA5_NC_2023-04-18";"AVA5_NC";"AVA5";"AVA5";"AVA";"DMuro";2023-04-18;"couvaison";"HD";2;0;0;0;1
"AVA5_NE_2023-05-17";"AVA5_NE";"AVA5";"AVA5";"AVA";"DMuro";2023-05-17;"elevage";"HD";0;0;0;2;0
"AVA7_NC_2023-04-18";"AVA7_NC";"AVA7";"AVA7";"AVA";"DMuro";2023-04-18;"couvaison";"HD";1;0;0;0;0
"AVA7_NC_2023-04-25";"AVA7_NC";"AVA7";"AVA7";"AVA";"DMuro";2023-04-25;"couvaison";"HD";0;0;0,5;0;0
"AVA7_NE_2023-05-02";"AVA7_NE";"AVA7";"AVA7";"AVA";"DMuro";2023-05-02;"elevage";"GG";0;0;1;0;0,5
"AVA7_NE_2023-05-12";"AVA7_NE";"AVA7";"AVA7";"AVA";"DMuro";2023-05-12;"elevage";"ABF";2;0;0;2;0
"AVA8_NC_2023-04-18";"AVA8_NC";"AVA8";"AVA8";"AVA";"DMuro";2023-04-18;"couvaison";"HD";0,5;0;0;0;0
"AVA8_NC_2023-04-25";"AVA8_NC";"AVA8";"AVA8";"AVA";"DMuro";2023-04-25;"couvaison";"HD";0,5;0;0;0;0
"AVA8_NE_2023-05-02";"AVA8_NE";"AVA8";"AVA8";"AVA";"DMuro";2023-05-02;"elevage";"GG";0,5;0;0,5;0;0
"AVA8_NE_2023-05-15";"AVA8_NE";"AVA8";"AVA8";"AVA";"DMuro";2023-05-15;"elevage";"ABF";0;0;0;0;0
"AVA9-1_NC_2023-04-18";"AVA9-1_NC";"AVA9-1";"AVA9";"AVA";"DMuro";2023-04-18;"couvaison";"HD";1;0;0,5;0;1
"AVA9-1_NC_2023-04-25";"AVA9-1_NC";"AVA9-1";"AVA9";"AVA";"DMuro";2023-04-25;"couvaison";"HD";0,5;0;1;1;0
"AVA9-1_NE_2023-05-02";"AVA9-1_NE";"AVA9-1";"AVA9";"AVA";"DMuro";2023-05-02;"elevage";"GG";1;0;0;1;0
"AVA9-2_NE_2023-06-14";"AVA9-2_NE";"AVA9-2";"AVA9";"AVA";"DMuro";2023-06-14;"elevage";"VR";0;0;0;0;0
"AVA9-2_NE_2023-06-22";"AVA9-2_NE";"AVA9-2";"AVA9";"AVA";"DMuro";2023-06-22;"elevage";"HD";0;0;0;0;0
"AVA9-2_NC_2023-05-23";"AVA9-2_NC";"AVA9-2";"AVA9";"AVA";"DMuro";2023-05-23;"couvaison";"GG";0;0;0;0;0
"AVA9-2_NC_2023-05-30";"AVA9-2_NC";"AVA9-2";"AVA9";"AVA";"DMuro";2023-05-30;"couvaison";"ABF";0;0;0;0;0
"AVA10_NC_2023-04-18";"AVA10_NC";"AVA10";"AVA10";"AVA";"DMuro";2023-04-18;"couvaison";"HD";0;0;0;0;1
"AVA10_NC_2023-04-25";"AVA10_NC";"AVA10";"AVA10";"AVA";"DMuro";2023-04-25;"couvaison";"HD";0,5;0;0;0;0
"AVA10_NE_2023-05-02";"AVA10_NE";"AVA10";"AVA10";"AVA";"DMuro";2023-05-02;"elevage";"GG";1;0;0;0;0
"AVA10_NE_2023-05-13";"AVA10_NE";"AVA10";"AVA10";"AVA";"DMuro";2023-05-13;"elevage";"ABF";0;1;0;0;0
"AVA11_NC_2023-04-11";"AVA11_NC";"AVA11";"AVA11";"AVA";"DMuro";2023-04-11;"couvaison";"LS";0;0;0;0,5;0
"AVA11_NC_2023-04-18";"AVA11_NC";"AVA11";"AVA11";"AVA";"DMuro";2023-04-18;"couvaison";"HD";0;0;0;1;0
"AVA11_NC_2023-04-25";"AVA11_NC";"AVA11";"AVA11";"AVA";"DMuro";2023-04-25;"couvaison";"ABF";0;0;1;1;0
"AVA11_NE_2023-05-07";"AVA11_NE";"AVA11";"AVA11";"AVA";"DMuro";2023-05-07;"elevage";"ABF";0;0;0;1;0
"AVA12-2_NC_2023-04-25";"AVA12-2_NC";"AVA12-2";"AVA12";"AVA";"DMuro";2023-04-25;"couvaison";"ABF";0;0;0;0;0
"AVA12-1_NC_2023-04-18";"AVA12-1_NC";"AVA12-1";"AVA12";"AVA";"DMuro";2023-04-18;"couvaison";"HD";0;0;0;0;0
"AVA12-2_NC_2023-05-02";"AVA12-2_NC";"AVA12-2";"AVA12";"AVA";"DMuro";2023-05-02;"couvaison";"HD";0;0;1;0;0
"AVA13_NC_2023-04-18";"AVA13_NC";"AVA13";"AVA13";"AVA";"DMuro";2023-04-18;"couvaison";"CD";2;0;0;0;2
"AVA13_NC_2023-04-25";"AVA13_NC";"AVA13";"AVA13";"AVA";"DMuro";2023-04-25;"couvaison";"ABF";2;0;0;0;3
"AVA13_NE_2023-05-02";"AVA13_NE";"AVA13";"AVA13";"AVA";"DMuro";2023-05-02;"elevage";"HD";1;0;1;1;1
"AVA13_NE_2023-05-13";"AVA13_NE";"AVA13";"AVA13";"AVA";"DMuro";2023-05-13;"elevage";"ABF";2;1;0;2;2
"AVA14_NC_2023-04-25";"AVA14_NC";"AVA14";"AVA14";"AVA";"DMuro";2023-04-25;"couvaison";"ABF";0;0;0;0;0
"AVA14_NC_2023-05-02";"AVA14_NC";"AVA14";"AVA14";"AVA";"DMuro";2023-05-02;"couvaison";"HD";1;0;0;0,5;0
"AVA14_NE_2023-05-18";"AVA14_NE";"AVA14";"AVA14";"AVA";"DMuro";2023-05-18;"elevage";"ABF";0;0;0;1;0
"AVA16_NC_2023-04-11";"AVA16_NC";"AVA16";"AVA16";"AVA";"DMuro";2023-04-11;"couvaison";"LS";0;0;0;0;0
"AVA16_NC_2023-04-18";"AVA16_NC";"AVA16";"AVA16";"AVA";"DMuro";2023-04-18;"couvaison";"CD";0;0;0;1;0
"AVA17-1_NC_2023-04-25";"AVA17-1_NC";"AVA17-1";"AVA17";"AVA";"DMuro";2023-04-25;"couvaison";"ABF";0;0;0;0,5;0
"AVA17-2_NC_2023-05-02";"AVA17-2_NC";"AVA17-2";"AVA17";"AVA";"DMuro";2023-05-02;"couvaison";"VR";0,5;0;0;0;0
"AVA17-2_NC_2023-05-16";"AVA17-2_NC";"AVA17-2";"AVA17";"AVA";"DMuro";2023-05-16;"couvaison";"HD";2;0;0;0;0
"AVA17-2_NE_2023-06-06";"AVA17-2_NE";"AVA17-2";"AVA17";"AVA";"DMuro";2023-06-06;"elevage";"HD";0;0;0;0;0
"AVA18-1_NC_2023-04-18";"AVA18-1_NC";"AVA18-1";"AVA18";"AVA";"DMuro";2023-04-18;"couvaison";"CD";0;0;0;0;0
"AVA18-1_NC_2023-04-25";"AVA18-1_NC";"AVA18-1";"AVA18";"AVA";"DMuro";2023-04-25;"couvaison";"HD";0;0;1;0;0
"AVA18-1_NE_2023-05-02";"AVA18-1_NE";"AVA18-1";"AVA18";"AVA";"DMuro";2023-05-02;"elevage";"VR";0;0,5;0;0;0
"AVA18-2_NC_2023-05-23";"AVA18-2_NC";"AVA18-2";"AVA18";"AVA";"DMuro";2023-05-23;"couvaison";"HD";0,5;0;0,5;0;0
"AVA18-2_NC_2023-05-27";"AVA18-2_NC";"AVA18-2";"AVA18";"AVA";"DMuro";2023-05-27;"couvaison";"ABF";0;0;0;0;0
"AVA18-2_NC_2023-05-30";"AVA18-2_NC";"AVA18-2";"AVA18";"AVA";"DMuro";2023-05-30;"couvaison";"HD";1;0;0,5;0,5;0
"AVA18-2_NE_2023-06-06";"AVA18-2_NE";"AVA18-2";"AVA18";"AVA";"DMuro";2023-06-06;"elevage";"HD";1;0;0;0;0
"AVA18-2_NE_2023-06-17";"AVA18-2_NE";"AVA18-2";"AVA18";"AVA";"DMuro";2023-06-17;"elevage";"GG";1;0;0,5;0;0
"AVA20-1_NC_2023-04-11";"AVA20-1_NC";"AVA20-1";"AVA20";"AVA";"DMuro";2023-04-11;"couvaison";"LS";0;0;0;0;0,5
"AVA20-1_NC_2023-04-18";"AVA20-1_NC";"AVA20-1";"AVA20";"AVA";"DMuro";2023-04-18;"couvaison";"CD";0;0;0;0,5;0,5
"AVA20-1_NE_2023-05-09";"AVA20-1_NE";"AVA20-1";"AVA20";"AVA";"DMuro";2023-05-09;"elevage";"HD";0;0;0;1;0
"AVA20-2_NC_2023-05-30";"AVA20-2_NC";"AVA20-2";"AVA20";"AVA";"DMuro";2023-05-30;"couvaison";"HD";1;0;1;0;0
"AVA20-2_NC_2023-06-06";"AVA20-2_NC";"AVA20-2";"AVA20";"AVA";"DMuro";2023-06-06;"couvaison";"HD";0;0;0;0;0
"AVA20-2_NE_2023-06-14";"AVA20-2_NE";"AVA20-2";"AVA20";"AVA";"DMuro";2023-06-14;"elevage";"MC";1;0;1;0;0
"AVA21_NC_2023-04-18";"AVA21_NC";"AVA21";"AVA21";"AVA";"DMuro";2023-04-18;"couvaison";"VR";1;0;0;1;0
"AVA21_NC_2023-04-25";"AVA21_NC";"AVA21";"AVA21";"AVA";"DMuro";2023-04-25;"couvaison";"HD";1;0;0;1;0
"AVA21_NE_2023-05-16";"AVA21_NE";"AVA21";"AVA21";"AVA";"DMuro";2023-05-16;"elevage";"HD";0;0;0;2;0
"FEL1_NC_2023-04-11";"FEL1_NC";"FEL1";"FEL1";"FEL";"DMuro";2023-04-11;"couvaison";"LS";0;0;0;0;0
"FEL1_NC_2023-04-18";"FEL1_NC";"FEL1";"FEL1";"FEL";"DMuro";2023-04-18;"couvaison";"HD";1;0;0;0;0
"FEL1_NE_2023-04-25";"FEL1_NE";"FEL1";"FEL1";"FEL";"DMuro";2023-04-25;"elevage";"HD";1;0;0;0;0
"FEL1_NE_2023-05-08";"FEL1_NE";"FEL1";"FEL1";"FEL";"DMuro";2023-05-08;"elevage";"HD";1;0;1;1;0
"FEL2_NC_2023-05-16";"FEL2_NC";"FEL2";"FEL2";"FEL";"DMuro";2023-05-16;"couvaison";"VR";2;0;0;2;0
"FEL2_NC_2023-05-23";"FEL2_NC";"FEL2";"FEL2";"FEL";"DMuro";2023-05-23;"couvaison";"ABF";2;0;2;0;2
"FEL2_NE_2023-06-03";"FEL2_NE";"FEL2";"FEL2";"FEL";"DMuro";2023-06-03;"elevage";"HD";1;0;0;0;1
"FEL3_NC_2023-04-18";"FEL3_NC";"FEL3";"FEL3";"FEL";"DMuro";2023-04-18;"couvaison";"HD";0;0;1;0;0
"FEL3_NC_2023-04-25";"FEL3_NC";"FEL3";"FEL3";"FEL";"DMuro";2023-04-25;"couvaison";"HD";1;0;0;0;0
"FEL3_NE_2023-05-02";"FEL3_NE";"FEL3";"FEL3";"FEL";"DMuro";2023-05-02;"elevage";"ABF";1;0;0,5;0,5;0
"FEL3_NE_2023-05-13";"FEL3_NE";"FEL3";"FEL3";"FEL";"DMuro";2023-05-13;"elevage";"HD";0;0;0;0;0
"FEL4_NC_2023-04-25";"FEL4_NC";"FEL4";"FEL4";"FEL";"DMuro";2023-04-25;"couvaison";"HD";1;0;0;0;0
"FEL4_NC_2023-05-02";"FEL4_NC";"FEL4";"FEL4";"FEL";"DMuro";2023-05-02;"couvaison";"ABF";3;0;0;0;0
"FEL4_NE_2023-05-09";"FEL4_NE";"FEL4";"FEL4";"FEL";"DMuro";2023-05-09;"elevage";"VR";0,5;0;0,5;0;0
"FEL4_NE_2023-05-20";"FEL4_NE";"FEL4";"FEL4";"FEL";"DMuro";2023-05-20;"elevage";"ABF";3;0;0,5;0;0
"FEL5_NC_2023-04-11";"FEL5_NC";"FEL5";"FEL5";"FEL";"DMuro";2023-04-11;"couvaison";"LS";0;0;0;0;0
"FEL5_NC_2023-04-18";"FEL5_NC";"FEL5";"FEL5";"FEL";"DMuro";2023-04-18;"couvaison";"VR";1;0;0;1;0
"FEL5_NE_2023-04-25";"FEL5_NE";"FEL5";"FEL5";"FEL";"DMuro";2023-04-25;"elevage";"HD";1;0;1;0;0
"FEL5_NE_2023-05-07";"FEL5_NE";"FEL5";"FEL5";"FEL";"DMuro";2023-05-07;"elevage";"VR";1;1;0;0;0
"FEL6_NC_2023-04-25";"FEL6_NC";"FEL6";"FEL6";"FEL";"DMuro";2023-04-25;"couvaison";"HD";0,5;0;0;0;0
"FEL6_NC_2023-05-02";"FEL6_NC";"FEL6";"FEL6";"FEL";"DMuro";2023-05-02;"couvaison";"HD";0,5;0;0;0;0
"FEL6_NE_2023-05-09";"FEL6_NE";"FEL6";"FEL6";"FEL";"DMuro";2023-05-09;"elevage";"VR";0;0;0,5;0;0
"FEL6_NE_2023-05-20";"FEL6_NE";"FEL6";"FEL6";"FEL";"DMuro";2023-05-20;"elevage";"ABF";0;0;0;0;0
"FEL7_NC_2023-04-11";"FEL7_NC";"FEL7";"FEL7";"FEL";"DMuro";2023-04-11;"couvaison";"LS";0;0;0;0;0
"FEL7_NC_2023-04-18";"FEL7_NC";"FEL7";"FEL7";"FEL";"DMuro";2023-04-18;"couvaison";"VR";1;0;0;0;1
"FEL7_NE_2023-04-25";"FEL7_NE";"FEL7";"FEL7";"FEL";"DMuro";2023-04-25;"elevage";"HD";1;0;0;0;1
"FEL7_NE_2023-05-09";"FEL7_NE";"FEL7";"FEL7";"FEL";"DMuro";2023-05-09;"elevage";"HD";0;0;1;1;0
"FEL8_NC_2023-04-11";"FEL8_NC";"FEL8";"FEL8";"FEL";"DMuro";2023-04-11;"couvaison";"LS";0;0;0;0;0
"FEL8_NC_2023-04-18";"FEL8_NC";"FEL8";"FEL8";"FEL";"DMuro";2023-04-18;"couvaison";"VR";0,5;0;0;1;0
"FEL8_NE_2023-04-25";"FEL8_NE";"FEL8";"FEL8";"FEL";"DMuro";2023-04-25;"elevage";"HD";0;0;0;1;0
"FEL8_NE_2023-05-07";"FEL8_NE";"FEL8";"FEL8";"FEL";"DMuro";2023-05-07;"elevage";"VR";0;0;0,5;1;0,5
"FEL9_NC_2023-04-11";"FEL9_NC";"FEL9";"FEL9";"FEL";"DMuro";2023-04-11;"couvaison";"LS";0;0;0;0;0
"FEL9_NC_2023-04-18";"FEL9_NC";"FEL9";"FEL9";"FEL";"DMuro";2023-04-18;"couvaison";"HD";0,5;0;1;0;0
"FEL9_NE_2023-04-25";"FEL9_NE";"FEL9";"FEL9";"FEL";"DMuro";2023-04-25;"elevage";"HD";1;0;0;0;0
"FEL9_NE_2023-05-08";"FEL9_NE";"FEL9";"FEL9";"FEL";"DMuro";2023-05-08;"elevage";"ABF";1;0;0;1;0
"FEL10_NC_2023-05-02";"FEL10_NC";"FEL10";"FEL10";"FEL";"DMuro";2023-05-02;"couvaison";"HD";0;0;2;0;0
"FEL10_NE_2023-05-23";"FEL10_NE";"FEL10";"FEL10";"FEL";"DMuro";2023-05-23;"elevage";"HD";1;0;1;1;0
"FEL11_NC_2023-04-18";"FEL11_NC";"FEL11";"FEL11";"FEL";"DMuro";2023-04-18;"couvaison";"HD";1;0;1;0;0
"FEL11_NC_2023-04-25";"FEL11_NC";"FEL11";"FEL11";"FEL";"DMuro";2023-04-25;"couvaison";"HD";0;1;0;1;0
"FEL11_NE_2023-05-02";"FEL11_NE";"FEL11";"FEL11";"FEL";"DMuro";2023-05-02;"elevage";"HD";0;0;1;0;0
"FEL11_NE_2023-05-11";"FEL11_NE";"FEL11";"FEL11";"FEL";"DMuro";2023-05-11;"elevage";"VR";0;0;0;0;0
"FEL12_NC_2023-04-11";"FEL12_NC";"FEL12";"FEL12";"FEL";"DMuro";2023-04-11;"couvaison";"LS";0;0;0;0;0
"FEL12_NC_2023-04-18";"FEL12_NC";"FEL12";"FEL12";"FEL";"DMuro";2023-04-18;"couvaison";"VR";0;1;1;0;0
"FEL12_NC_2023-04-25";"FEL12_NC";"FEL12";"FEL12";"FEL";"DMuro";2023-04-25;"couvaison";"HD";0;3;0;0;0
"FEL12_NE_2023-05-02";"FEL12_NE";"FEL12";"FEL12";"FEL";"DMuro";2023-05-02;"elevage";"HD";0;2;0;0;0
"FEL12_NE_2023-05-13";"FEL12_NE";"FEL12";"FEL12";"FEL";"DMuro";2023-05-13;"elevage";"ABF";0;3;0;0;0
"FEL13-1_NC_2023-04-11";"FEL13-1_NC";"FEL13-1";"FEL13";"FEL";"DMuro";2023-04-11;"couvaison";"LS";0;0;0;0;0
"FEL13-1_NC_2023-04-18";"FEL13-1_NC";"FEL13-1";"FEL13";"FEL";"DMuro";2023-04-18;"couvaison";"HD";1;0;0;1;0
"FEL13-1_NE_2023-04-25";"FEL13-1_NE";"FEL13-1";"FEL13";"FEL";"DMuro";2023-04-25;"elevage";"HD";1;0;0;2;0
"FEL13-1_NE_2023-05-02";"FEL13-1_NE";"FEL13-1";"FEL13";"FEL";"DMuro";2023-05-02;"elevage";"VR";1;0;0;2;1
"FEL13-1_NE_2023-05-08";"FEL13-1_NE";"FEL13-1";"FEL13";"FEL";"DMuro";2023-05-08;"elevage";"HD";2;0;0;2;0
"FEL13-2_NC_2023-05-23";"FEL13-2_NC";"FEL13-2";"FEL13";"FEL";"DMuro";2023-05-23;"couvaison";"VR";0,5;0;0,5;0;0
"FEL13-2_NC_2023-06-03";"FEL13-2_NC";"FEL13-2";"FEL13";"FEL";"DMuro";2023-06-03;"couvaison";"VR";0,5;0;0;0,5;0
"FEL13-2_NC_2023-06-14";"FEL13-2_NC";"FEL13-2";"FEL13";"FEL";"DMuro";2023-06-14;"couvaison";"MC";0;0,5;0;2;0
"FEL14_NC_2023-04-11";"FEL14_NC";"FEL14";"FEL14";"FEL";"DMuro";2023-04-11;"couvaison";"CD";0;0;0;0;0
"FEL14_NC_2023-04-18";"FEL14_NC";"FEL14";"FEL14";"FEL";"DMuro";2023-04-18;"couvaison";"VR";1;0;2;0;0
"FEL14_NE_2023-05-10";"FEL14_NE";"FEL14";"FEL14";"FEL";"DMuro";2023-05-10;"elevage";"VR";0,5;0;0;0;0
"FEL15_NC_2023-04-18";"FEL15_NC";"FEL15";"FEL15";"FEL";"DMuro";2023-04-18;"couvaison";"HD";1;0;0,5;0;0
"FEL15_NC_2023-04-25";"FEL15_NC";"FEL15";"FEL15";"FEL";"DMuro";2023-04-25;"couvaison";"HD";1;0;0;0;0
"FEL15_NE_2023-05-02";"FEL15_NE";"FEL15";"FEL15";"FEL";"DMuro";2023-05-02;"elevage";"VR";0;0;0;0,5;0,5
"FEL15_NE_2023-05-12";"FEL15_NE";"FEL15";"FEL15";"FEL";"DMuro";2023-05-12;"elevage";"GG";1;0;0;0;0
